Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
2561,Óliver Torres,es ESP,MF,Sevilla,es La Liga,29-183,1994.0,18.0,714.0,883.0,80.9,10966.0,3224.0,402.0,439.0,91.6,233.0,284.0,82.0,54.0,108.0,50.0,1,2.2,2.5,-1.2,22.0,75.0,18.0,8.0,96.0,Matches
2562,Pau Torres,es ESP,DF,Aston Villa,eng Premier League,27-116,1997.0,26.4,1518.0,1740.0,87.2,28284.0,9264.0,507.0,549.0,92.3,865.0,929.0,93.1,122.0,220.0,55.5,0,0.4,0.7,-0.4,8.0,139.0,12.0,1.0,127.0,Matches
2563,Lucas Torró,es ESP,MF,Osasuna,es La Liga,29-297,1994.0,17.0,514.0,678.0,75.8,8295.0,2129.0,256.0,313.0,81.8,212.0,263.0,80.6,35.0,64.0,54.7,0,0.5,0.5,-0.5,5.0,43.0,3.0,0.0,44.0,Matches
2564,Fabio Torsiello,it ITA,"FW,DF",Darmstadt 98,de Bundesliga,19-099,2005.0,1.6,20.0,26.0,76.9,363.0,172.0,10.0,10.0,100.0,6.0,8.0,75.0,3.0,7.0,42.9,0,0.0,0.1,0.0,0.0,2.0,2.0,1.0,4.0,Matches
2565,Ahmed Touba,dz ALG,DF,Lecce,it Serie A,26-060,1998.0,3.1,115.0,137.0,83.9,2095.0,472.0,38.0,42.0,90.5,64.0,76.0,84.2,11.0,14.0,78.6,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,Matches
2566,Abdoulaye Touré,gn GUI,MF,Le Havre,fr Ligue 1,30-069,1994.0,24.6,996.0,1198.0,83.1,17542.0,5113.0,394.0,462.0,85.3,465.0,535.0,86.9,89.0,117.0,76.1,0,0.9,0.9,-0.9,12.0,118.0,7.0,0.0,146.0,Matches
2567,Souleymane Touré,fr FRA,DF,Lorient,fr Ligue 1,21-044,2003.0,22.8,1144.0,1280.0,89.4,18783.0,6849.0,508.0,550.0,92.4,509.0,551.0,92.4,76.0,105.0,72.4,1,0.4,1.6,0.6,7.0,66.0,5.0,2.0,73.0,Matches
2568,Lucas Tousart,fr FRA,MF,Union Berlin,de Bundesliga,27-012,1997.0,16.1,372.0,498.0,74.7,6148.0,1768.0,177.0,220.0,80.5,144.0,173.0,83.2,33.0,51.0,64.7,0,0.8,0.4,-0.8,6.0,28.0,2.0,0.0,47.0,Matches
2569,Andros Townsend,eng ENG,"MF,FW",Luton Town,eng Premier League,32-300,1991.0,13.3,302.0,430.0,70.2,5140.0,1225.0,146.0,171.0,85.4,111.0,147.0,75.5,32.0,74.0,43.2,3,1.3,1.8,1.7,18.0,23.0,16.0,12.0,35.0,Matches
2570,James Trafford,eng ENG,GK,Burnley,eng Premier League,21-214,2002.0,28.0,1009.0,1541.0,65.5,23601.0,16311.0,318.0,323.0,98.5,451.0,464.0,97.2,235.0,735.0,32.0,0,0.0,0.1,0.0,0.0,24.0,1.0,0.0,6.0,Matches
2571,Adama Traoré,es ESP,"FW,MF",Fulham,eng Premier League,28-107,1996.0,2.8,72.0,108.0,66.7,1137.0,378.0,39.0,48.0,81.3,29.0,43.0,67.4,4.0,9.0,44.4,2,0.6,0.7,1.4,5.0,2.0,9.0,4.0,13.0,Matches
2572,Bertrand Traoré,bf BFA,"DF,FW",Aston Villa,eng Premier League,28-248,1995.0,0.1,2.0,3.0,66.7,15.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2573,Bertrand Traoré,bf BFA,"MF,FW",Villarreal,es La Liga,28-248,1995.0,3.6,97.0,123.0,78.9,1468.0,460.0,54.0,65.0,83.1,32.0,39.0,82.1,6.0,12.0,50.0,0,0.3,0.4,-0.3,3.0,3.0,9.0,2.0,15.0,Matches
2574,Boubacar Traoré,ml MLI,MF,Wolves,eng Premier League,22-265,2001.0,8.3,340.0,404.0,84.2,5278.0,1250.0,181.0,205.0,88.3,125.0,143.0,87.4,22.0,32.0,68.8,0,0.2,0.3,-0.2,5.0,31.0,5.0,2.0,27.0,Matches
2575,Chaka Traorè,ci CIV,FW,Milan,it Serie A,19-140,2004.0,0.2,9.0,11.0,81.8,121.0,19.0,5.0,5.0,100.0,4.0,5.0,80.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2576,Hamari Traoré,ml MLI,DF,Real Sociedad,es La Liga,32-105,1992.0,22.6,1099.0,1380.0,79.6,19697.0,6351.0,459.0,527.0,87.1,502.0,611.0,82.2,112.0,186.0,60.2,2,1.3,2.1,0.7,26.0,106.0,29.0,9.0,121.0,Matches
2577,Ismaël Traoré,ci CIV,DF,Metz,fr Ligue 1,37-267,1986.0,23.7,659.0,758.0,86.9,14353.0,5696.0,135.0,153.0,88.2,414.0,446.0,92.8,105.0,150.0,70.0,0,0.2,0.1,-0.2,2.0,21.0,1.0,0.0,32.0,Matches
2578,Omar Traoré,de GER,DF,Heidenheim,de Bundesliga,26-097,1998.0,25.5,824.0,1169.0,70.5,14018.0,6457.0,378.0,437.0,86.5,349.0,473.0,73.8,73.0,171.0,42.7,2,1.3,1.7,0.7,19.0,53.0,26.0,15.0,72.0,Matches
2579,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,33-308,1990.0,30.0,830.0,1113.0,74.6,19459.0,12804.0,221.0,221.0,100.0,420.0,426.0,98.6,188.0,458.0,41.0,0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,Matches
2580,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,24-359,1999.0,3.0,59.0,97.0,60.8,1816.0,1228.0,10.0,10.0,100.0,30.0,30.0,100.0,19.0,57.0,33.3,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Matches
2581,Óscar Trejo,ar ARG,"FW,MF",Rayo Vallecano,es La Liga,36-015,1988.0,14.0,588.0,713.0,82.5,7829.0,2311.0,369.0,410.0,90.0,156.0,185.0,84.3,27.0,50.0,54.0,0,1.2,2.0,-1.2,21.0,71.0,22.0,0.0,118.0,Matches
2582,Mike Trésor,be BEL,"FW,MF",Burnley,eng Premier League,24-349,1999.0,4.6,119.0,178.0,66.9,1601.0,457.0,72.0,85.0,84.7,32.0,52.0,61.5,4.0,18.0,22.2,0,0.4,0.5,-0.4,7.0,5.0,2.0,0.0,10.0,Matches
2583,Manu Trigueros,es ESP,MF,Villarreal,es La Liga,32-207,1991.0,2.4,100.0,122.0,82.0,1589.0,363.0,47.0,55.0,85.5,41.0,46.0,89.1,6.0,8.0,75.0,0,0.1,0.2,-0.1,2.0,7.0,3.0,0.0,14.0,Matches
2584,Christopher Trimmel,at AUT,DF,Union Berlin,de Bundesliga,37-077,1987.0,16.5,586.0,879.0,66.7,10926.0,5111.0,256.0,302.0,84.8,229.0,318.0,72.0,88.0,209.0,42.1,1,2.0,3.6,-1.0,36.0,64.0,24.0,14.0,78.0,Matches
2585,Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,33-235,1990.0,24.0,1579.0,2068.0,76.4,28789.0,10729.0,678.0,764.0,88.7,708.0,847.0,83.6,177.0,367.0,48.2,10,7.4,7.0,2.6,63.0,110.0,52.0,19.0,151.0,Matches
2586,Leandro Trossard,be BEL,"FW,MF",Arsenal,eng Premier League,29-159,1994.0,16.7,458.0,627.0,73.0,7180.0,1790.0,242.0,284.0,85.2,175.0,233.0,75.1,30.0,57.0,52.6,1,2.3,2.4,-1.3,22.0,25.0,27.0,4.0,71.0,Matches
2587,Adrien Truffert,fr FRA,DF,Rennes,fr Ligue 1,22-173,2001.0,21.8,957.0,1221.0,78.4,14612.0,5086.0,514.0,590.0,87.1,383.0,491.0,78.0,35.0,75.0,46.7,2,1.8,1.9,0.2,18.0,48.0,19.0,8.0,85.0,Matches
2588,Auston Trusty,us USA,DF,Sheffield Utd,eng Premier League,25-273,1998.0,26.6,640.0,853.0,75.0,11244.0,4294.0,261.0,308.0,84.7,319.0,406.0,78.6,46.0,100.0,46.0,0,1.1,0.8,-1.1,8.0,23.0,4.0,2.0,38.0,Matches
2589,Kostas Tsimikas,gr GRE,DF,Liverpool,eng Premier League,27-365,1996.0,7.5,383.0,500.0,76.6,6585.0,1715.0,185.0,206.0,89.8,145.0,183.0,79.2,42.0,85.0,49.4,3,1.0,1.3,2.0,16.0,16.0,7.0,4.0,31.0,Matches
2590,Viktor Tsyhankov,ua UKR,"MF,FW",Girona,es La Liga,26-178,1997.0,20.5,599.0,767.0,78.1,8532.0,2313.0,365.0,421.0,86.7,172.0,215.0,80.0,32.0,59.0,54.2,5,4.9,5.0,0.1,27.0,35.0,39.0,6.0,69.0,Matches
2591,Stefano Turati,it ITA,GK,Frosinone,it Serie A,22-249,2001.0,30.5,775.0,1065.0,72.8,17065.0,12766.0,240.0,240.0,100.0,391.0,400.0,97.8,140.0,419.0,33.4,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,Matches
2592,Matt Turner,us USA,GK,Nott'ham Forest,eng Premier League,29-322,1994.0,17.0,398.0,578.0,68.9,12363.0,9869.0,87.0,87.0,100.0,147.0,151.0,97.4,162.0,330.0,49.1,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Matches
2593,Beñat Turrientes,es ESP,MF,Real Sociedad,es La Liga,22-101,2002.0,15.1,449.0,539.0,83.3,7373.0,1462.0,235.0,258.0,91.1,170.0,185.0,91.9,34.0,60.0,56.7,1,0.5,0.5,0.5,9.0,40.0,2.0,0.0,43.0,Matches
2594,Tuta,br BRA,DF,Eint Frankfurt,de Bundesliga,24-312,1999.0,26.9,1501.0,1785.0,84.1,27152.0,9464.0,618.0,676.0,91.4,759.0,837.0,90.7,111.0,214.0,51.9,2,1.9,1.9,0.1,9.0,112.0,15.0,2.0,128.0,Matches
2595,Destiny Udogie,it ITA,DF,Tottenham,eng Premier League,21-165,2002.0,26.6,1235.0,1440.0,85.8,16731.0,5145.0,775.0,844.0,91.8,400.0,460.0,87.0,19.0,33.0,57.6,3,2.2,2.0,0.8,24.0,115.0,13.0,0.0,155.0,Matches
2596,Matthieu Udol,fr FRA,DF,Metz,fr Ligue 1,28-052,1996.0,29.0,945.0,1272.0,74.3,16774.0,6953.0,392.0,462.0,84.8,468.0,574.0,81.5,72.0,184.0,39.1,3,2.9,2.0,0.1,30.0,65.0,24.0,16.0,95.0,Matches
2597,Manuel Ugarte Ribeiro,uy URU,MF,Paris S-G,fr Ligue 1,23-030,2001.0,19.5,1072.0,1176.0,91.2,19769.0,3720.0,409.0,454.0,90.1,547.0,576.0,95.0,97.0,112.0,86.6,2,0.9,0.9,1.1,12.0,88.0,6.0,0.0,82.0,Matches
2598,Lesley Ugochukwu,fr FRA,MF,Chelsea,eng Premier League,20-046,2004.0,3.0,141.0,167.0,84.4,2263.0,583.0,71.0,80.0,88.8,59.0,69.0,85.5,8.0,9.0,88.9,0,0.0,0.1,0.0,1.0,9.0,4.0,0.0,15.0,Matches
2599,Lukas Ullrich,de GER,DF,M'Gladbach,de Bundesliga,20-056,2004.0,0.2,6.0,15.0,40.0,82.0,14.0,4.0,5.0,80.0,2.0,2.0,100.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2600,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,35-282,1988.0,11.0,333.0,395.0,84.3,7176.0,4963.0,89.0,90.0,98.9,192.0,194.0,99.0,51.0,110.0,46.4,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,Matches
2601,Samuel Umtiti,fr FRA,DF,Lille,fr Ligue 1,30-179,1993.0,2.1,156.0,165.0,94.5,2948.0,750.0,49.0,52.0,94.2,89.0,92.0,96.7,14.0,17.0,82.4,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,Matches
2602,Enes Ünal,tr TUR,"FW,MF",Bournemouth,eng Premier League,27-001,1997.0,2.6,43.0,59.0,72.9,585.0,190.0,27.0,36.0,75.0,10.0,14.0,71.4,4.0,5.0,80.0,2,0.8,0.1,1.2,3.0,8.0,1.0,0.0,6.0,Matches
2603,Enes Ünal,tr TUR,"FW,MF",Getafe,es La Liga,27-001,1997.0,1.6,24.0,35.0,68.6,317.0,121.0,16.0,22.0,72.7,4.0,6.0,66.7,1.0,2.0,50.0,1,0.4,0.4,0.6,3.0,1.0,0.0,0.0,1.0,Matches
2604,Deniz Undav,de GER,"FW,MF",Stuttgart,de Bundesliga,27-297,1996.0,22.2,555.0,753.0,73.7,7838.0,2482.0,320.0,396.0,80.8,169.0,210.0,80.5,27.0,46.0,58.7,10,6.4,6.0,3.6,38.0,64.0,42.0,2.0,113.0,Matches
2605,Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,25-197,1998.0,17.6,1519.0,1642.0,92.5,30016.0,9065.0,477.0,505.0,94.5,865.0,917.0,94.3,170.0,192.0,88.5,0,0.5,0.9,-0.5,5.0,135.0,1.0,0.0,121.0,Matches
2606,Kacper Urbanski,pl POL,"FW,MF",Bologna,it Serie A,19-247,2004.0,8.4,252.0,307.0,82.1,3819.0,784.0,139.0,155.0,89.7,83.0,99.0,83.8,16.0,25.0,64.0,0,0.6,0.7,-0.6,12.0,19.0,5.0,2.0,23.0,Matches
2607,Mark Uth,de GER,"MF,FW",Köln,de Bundesliga,32-261,1991.0,3.3,88.0,131.0,67.2,1467.0,434.0,43.0,45.0,95.6,26.0,38.0,68.4,12.0,27.0,44.4,0,0.8,0.6,-0.8,5.0,8.0,2.0,0.0,11.0,Matches
2608,Myrto Uzuni,al ALB,FW,Granada,es La Liga,28-346,1995.0,26.3,225.0,292.0,77.1,3296.0,480.0,135.0,157.0,86.0,71.0,88.0,80.7,13.0,22.0,59.1,1,2.6,3.0,-1.6,18.0,10.0,9.0,2.0,17.0,Matches
2609,Josha Vagnoman,de GER,DF,Stuttgart,de Bundesliga,23-152,2000.0,13.1,516.0,615.0,83.9,7361.0,1690.0,306.0,340.0,90.0,168.0,201.0,83.6,20.0,31.0,64.5,2,1.3,1.4,0.7,7.0,24.0,5.0,1.0,33.0,Matches
2610,Óscar Valentín,es ESP,MF,Rayo Vallecano,es La Liga,29-265,1994.0,27.5,948.0,1165.0,81.4,15842.0,5387.0,457.0,523.0,87.4,401.0,473.0,84.8,73.0,121.0,60.3,0,0.6,0.6,-0.6,11.0,115.0,5.0,1.0,125.0,Matches
2611,Emanuele Valeri,it ITA,DF,Frosinone,it Serie A,25-156,1998.0,11.1,295.0,482.0,61.2,5004.0,2449.0,143.0,175.0,81.7,106.0,173.0,61.3,33.0,95.0,34.7,1,1.6,1.5,-0.6,19.0,27.0,13.0,9.0,33.0,Matches
2612,Martin Valjent,sk SVK,DF,Mallorca,es La Liga,28-152,1995.0,23.1,727.0,920.0,79.0,13525.0,5404.0,284.0,311.0,91.3,350.0,408.0,85.8,74.0,158.0,46.8,1,0.6,0.5,0.4,5.0,49.0,3.0,2.0,46.0,Matches
2613,Jesús Vallejo,es ESP,DF,Granada,es La Liga,27-127,1997.0,1.2,78.0,85.0,91.8,1539.0,593.0,30.0,31.0,96.8,36.0,37.0,97.3,10.0,15.0,66.7,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,Matches
2614,Álvaro Vallés,es ESP,GK,Las Palmas,es La Liga,26-291,1997.0,32.3,1408.0,1759.0,80.0,30543.0,21959.0,451.0,452.0,99.8,683.0,701.0,97.4,269.0,588.0,45.7,0,0.0,0.1,0.0,0.0,13.0,0.0,0.0,5.0,Matches
2615,Federico Valverde,uy URU,MF,Real Madrid,es La Liga,25-294,1998.0,29.7,1737.0,1941.0,89.5,26540.0,7195.0,1009.0,1065.0,94.7,558.0,616.0,90.6,117.0,173.0,67.6,7,5.7,3.3,1.3,46.0,214.0,40.0,4.0,222.0,Matches
2616,Kévin Van Den Kerkhof,dz ALG,"FW,MF",Metz,fr Ligue 1,28-058,1996.0,19.5,299.0,526.0,56.8,4999.0,1408.0,154.0,210.0,73.3,98.0,175.0,56.0,39.0,90.0,43.3,2,3.1,2.1,-1.1,19.0,10.0,19.0,14.0,27.0,Matches
2617,Siebe Van Der Heyden,be BEL,DF,Mallorca,es La Liga,25-347,1998.0,3.2,70.0,101.0,69.3,1241.0,438.0,34.0,35.0,97.1,28.0,36.0,77.8,8.0,26.0,30.8,0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,Matches
2618,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,32-308,1991.0,33.3,2498.0,2736.0,91.3,46855.0,17918.0,964.0,1027.0,93.9,1282.0,1349.0,95.0,226.0,306.0,73.9,2,1.6,1.0,0.4,11.0,197.0,10.0,0.0,191.0,Matches
2619,Vanderson,br BRA,DF,Monaco,fr Ligue 1,22-325,2001.0,18.2,734.0,992.0,74.0,12230.0,4003.0,367.0,443.0,82.8,274.0,371.0,73.9,65.0,122.0,53.3,1,1.4,2.0,-0.4,19.0,47.0,24.0,3.0,71.0,Matches
2620,Raphaël Varane,fr FRA,DF,Manchester Utd,eng Premier League,31-016,1993.0,15.0,685.0,772.0,88.7,11783.0,3686.0,281.0,300.0,93.7,343.0,374.0,91.7,44.0,67.0,65.7,0,0.1,0.6,-0.1,1.0,59.0,4.0,0.0,58.0,Matches
2621,Ruben Vargas,ch SUI,"MF,FW",Augsburg,de Bundesliga,25-280,1998.0,21.8,474.0,684.0,69.3,7631.0,2104.0,232.0,288.0,80.6,189.0,260.0,72.7,32.0,70.0,45.7,5,2.4,3.2,2.6,26.0,30.0,30.0,5.0,77.0,Matches
2622,Johan Vásquez,mx MEX,DF,Genoa,it Serie A,25-202,1998.0,28.7,945.0,1252.0,75.5,17293.0,5737.0,377.0,424.0,88.9,459.0,561.0,81.8,96.0,205.0,46.8,1,0.7,1.1,0.3,10.0,54.0,7.0,4.0,70.0,Matches
2623,José Luis García Vayá,es ESP,MF,Valencia,es La Liga,25-274,1998.0,33.7,1523.0,1953.0,78.0,27872.0,9894.0,651.0,766.0,85.0,628.0,741.0,84.8,196.0,349.0,56.2,1,3.1,4.4,-2.1,51.0,201.0,37.0,14.0,236.0,Matches
2624,Jesus Vazquez,es ESP,"DF,MF",Valencia,es La Liga,21-130,2003.0,8.0,173.0,262.0,66.0,2505.0,917.0,103.0,121.0,85.1,51.0,77.0,66.2,10.0,27.0,37.0,0,0.1,0.2,-0.1,3.0,9.0,7.0,4.0,15.0,Matches
2625,Kevin Vázquez,es ESP,DF,Celta Vigo,es La Liga,31-049,1993.0,7.0,234.0,315.0,74.3,3648.0,1529.0,125.0,146.0,85.6,95.0,118.0,80.5,12.0,28.0,42.9,0,0.2,0.4,-0.2,3.0,17.0,6.0,3.0,24.0,Matches
2626,Lucas Vázquez,es ESP,DF,Real Madrid,es La Liga,32-315,1991.0,13.6,786.0,918.0,85.6,11272.0,2794.0,462.0,501.0,92.2,269.0,302.0,89.1,28.0,67.0,41.8,4,3.2,2.8,0.8,26.0,24.0,24.0,6.0,48.0,Matches
2627,Matías Vecino,uy URU,MF,Lazio,it Serie A,32-261,1991.0,10.9,526.0,635.0,82.8,8362.0,2520.0,277.0,316.0,87.7,211.0,241.0,87.6,29.0,49.0,59.2,1,0.4,1.1,0.6,7.0,61.0,8.0,0.0,69.0,Matches
2628,Gabriel Veiga,es ESP,FW,Celta Vigo,es La Liga,21-350,2002.0,0.2,3.0,5.0,60.0,16.0,8.0,2.0,3.0,66.7,0.0,0.0,,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2629,Alejo Véliz,ar ARG,FW,Tottenham,eng Premier League,20-235,2003.0,0.6,5.0,10.0,50.0,91.0,5.0,2.0,4.0,50.0,2.0,2.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches
2630,Alejo Véliz,ar ARG,FW,Sevilla,es La Liga,20-235,2003.0,0.4,4.0,6.0,66.7,49.0,2.0,2.0,4.0,50.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2631,Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,28-228,1995.0,19.5,975.0,1185.0,82.3,20701.0,7048.0,280.0,322.0,87.0,534.0,591.0,90.4,155.0,244.0,63.5,1,0.7,0.8,0.3,5.0,61.0,11.0,5.0,82.0,Matches
2632,Joël Veltman,nl NED,DF,Brighton,eng Premier League,32-117,1992.0,17.2,756.0,900.0,84.0,12285.0,3285.0,372.0,417.0,89.2,329.0,375.0,87.7,48.0,80.0,60.0,1,0.5,0.6,0.5,4.0,51.0,8.0,0.0,84.0,Matches
2633,Micky van de Ven,nl NED,DF,Tottenham,eng Premier League,23-022,2001.0,23.0,1532.0,1620.0,94.6,27188.0,9269.0,594.0,613.0,96.9,815.0,852.0,95.7,94.0,115.0,81.7,0,0.0,0.3,0.0,1.0,107.0,3.0,0.0,91.0,Matches
2634,Lorenzo Venuti,it ITA,DF,Lecce,it Serie A,29-029,1995.0,3.4,135.0,170.0,79.4,2515.0,787.0,58.0,64.0,90.6,57.0,66.0,86.4,19.0,33.0,57.6,0,0.1,0.2,-0.1,3.0,13.0,1.0,1.0,8.0,Matches
2635,Bart Verbruggen,nl NED,GK,Brighton,eng Premier League,21-267,2002.0,19.0,704.0,791.0,89.0,13786.0,9474.0,289.0,292.0,99.0,290.0,296.0,98.0,114.0,189.0,60.3,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,Matches
2636,Simone Verdi,it ITA,FW,Torino,it Serie A,31-304,1992.0,0.0,1.0,1.0,100.0,7.0,5.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,0.0,Matches
2637,Jordan Veretout,fr FRA,MF,Marseille,fr Ligue 1,31-071,1993.0,21.4,909.0,1169.0,77.8,17036.0,5551.0,328.0,375.0,87.5,451.0,545.0,82.8,99.0,192.0,51.6,2,4.1,3.9,-2.1,37.0,125.0,25.0,6.0,170.0,Matches
2638,Arthur Vermeeren,be BEL,MF,Atlético Madrid,es La Liga,19-094,2005.0,0.9,48.0,61.0,78.7,712.0,95.0,28.0,32.0,87.5,19.0,22.0,86.4,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,Matches
2639,Yorbe Vertessen,be BEL,"FW,MF",Union Berlin,de Bundesliga,23-124,2001.0,5.9,90.0,126.0,71.4,1046.0,338.0,62.0,81.0,76.5,18.0,24.0,75.0,1.0,1.0,100.0,2,1.3,0.7,0.7,7.0,9.0,5.0,0.0,13.0,Matches
2640,Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,30-356,1993.0,16.2,584.0,764.0,76.4,9967.0,3284.0,287.0,340.0,84.4,232.0,284.0,81.7,57.0,101.0,56.4,1,1.2,1.2,-0.2,7.0,63.0,10.0,1.0,81.0,Matches
2641,Guglielmo Vicario,it ITA,GK,Tottenham,eng Premier League,27-217,1996.0,35.0,1218.0,1445.0,84.3,23791.0,14054.0,403.0,406.0,99.3,681.0,699.0,97.4,126.0,326.0,38.7,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,Matches
2642,Carlos Vicente,es ESP,FW,Alavés,es La Liga,25-018,1999.0,10.4,180.0,313.0,57.5,3119.0,1134.0,84.0,121.0,69.4,61.0,97.0,62.9,26.0,59.0,44.1,4,3.2,2.3,0.8,29.0,9.0,15.0,13.0,18.0,Matches
2643,Nacho Vidal,es ESP,"DF,FW",Osasuna,es La Liga,29-108,1995.0,1.1,27.0,40.0,67.5,529.0,191.0,8.0,13.0,61.5,14.0,15.0,93.3,4.0,8.0,50.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Matches
2644,Nacho Vidal,es ESP,DF,Mallorca,es La Liga,29-108,1995.0,2.7,87.0,118.0,73.7,1237.0,483.0,57.0,62.0,91.9,24.0,36.0,66.7,3.0,10.0,30.0,0,0.1,0.3,-0.1,2.0,1.0,3.0,2.0,8.0,Matches
2645,Fabio Vieira,pt POR,"MF,FW",Arsenal,eng Premier League,23-347,2000.0,3.3,122.0,150.0,81.3,1969.0,421.0,67.0,75.0,89.3,44.0,53.0,83.0,9.0,17.0,52.9,2,1.6,0.8,0.4,5.0,12.0,6.0,1.0,15.0,Matches
2646,Jonathan Viera,es ESP,"MF,FW",Las Palmas,es La Liga,34-203,1989.0,6.9,456.0,513.0,88.9,5988.0,1489.0,278.0,296.0,93.9,141.0,158.0,89.2,9.0,18.0,50.0,1,1.0,1.2,0.0,17.0,35.0,16.0,1.0,65.0,Matches
2647,Jonathan Viera,es ESP,MF,Almería,es La Liga,34-203,1989.0,7.5,328.0,389.0,84.3,4510.0,1026.0,199.0,217.0,91.7,97.0,117.0,82.9,15.0,28.0,53.6,2,2.3,0.8,-0.3,17.0,26.0,9.0,1.0,46.0,Matches
2648,Emanuel Vignato,it ITA,"MF,FW",Salernitana,it Serie A,23-261,2000.0,2.3,59.0,82.0,72.0,863.0,242.0,34.0,39.0,87.2,18.0,27.0,66.7,3.0,5.0,60.0,1,0.3,0.0,0.7,4.0,7.0,0.0,0.0,6.0,Matches
2649,Samuele Vignato,it ITA,"MF,FW",Monza,it Serie A,20-077,2004.0,3.8,107.0,128.0,83.6,1743.0,428.0,61.0,68.0,89.7,34.0,40.0,85.0,11.0,15.0,73.3,0,0.2,0.2,-0.2,4.0,9.0,2.0,0.0,13.0,Matches
2650,Oscar Vilhelmsson,se SWE,"FW,MF",Darmstadt 98,de Bundesliga,20-222,2003.0,14.0,119.0,203.0,58.6,1496.0,234.0,77.0,112.0,68.8,32.0,52.0,61.5,3.0,11.0,27.3,1,0.6,0.6,0.4,10.0,5.0,2.0,0.0,7.0,Matches
2651,Toni Villa,es ESP,FW,Girona,es La Liga,29-125,1995.0,0.1,2.0,3.0,66.7,48.0,2.0,0.0,0.0,,1.0,2.0,50.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2652,Asier Villalibre,es ESP,FW,Athletic Club,es La Liga,26-224,1997.0,3.9,66.0,95.0,69.5,847.0,144.0,47.0,63.0,74.6,13.0,19.0,68.4,3.0,4.0,75.0,1,0.9,0.6,0.1,7.0,5.0,4.0,0.0,9.0,Matches
2653,Gonzalo Villar,es ESP,MF,Granada,es La Liga,26-049,1998.0,18.3,702.0,855.0,82.1,11221.0,3031.0,382.0,421.0,90.7,237.0,286.0,82.9,60.0,94.0,63.8,3,1.5,1.9,1.5,11.0,64.0,13.0,2.0,65.0,Matches
2654,Iván Villar,es ESP,GK,Celta Vigo,es La Liga,26-307,1997.0,9.3,160.0,264.0,60.6,4795.0,3659.0,23.0,23.0,100.0,82.0,82.0,100.0,55.0,157.0,35.0,0,0.1,0.0,-0.1,1.0,4.0,0.0,0.0,0.0,Matches
2655,Matías Viña,uy URU,DF,Sassuolo,it Serie A,26-184,1997.0,11.3,390.0,528.0,73.9,6507.0,2891.0,196.0,223.0,87.9,156.0,204.0,76.5,30.0,75.0,40.0,3,1.4,0.7,1.6,16.0,45.0,10.0,4.0,46.0,Matches
2656,Rúben Vinagre,pt POR,"FW,DF",Hellas Verona,it Serie A,25-032,1999.0,2.0,56.0,87.0,64.4,1017.0,281.0,23.0,31.0,74.2,26.0,31.0,83.9,6.0,19.0,31.6,0,0.2,0.2,-0.2,4.0,4.0,3.0,3.0,5.0,Matches
