Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
630,Sergi Darder,es ESP,MF,Mallorca,es La Liga,30-141,1993.0,21.0,647.0,891.0,72.6,12458.0,4418.0,277.0,313.0,88.5,243.0,311.0,78.1,107.0,207.0,51.7,5,5.6,4.4,-0.6,44.0,110.0,30.0,13.0,116.0,Matches
631,Achraf Dari,ma MAR,"DF,FW",Brest,fr Ligue 1,25-005,1999.0,1.3,73.0,85.0,85.9,1773.0,564.0,11.0,14.0,78.6,45.0,47.0,95.7,17.0,23.0,73.9,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,Matches
632,Matteo Darmian,it ITA,DF,Inter,it Serie A,34-161,1989.0,26.0,1143.0,1346.0,84.9,19654.0,6667.0,491.0,542.0,90.6,544.0,595.0,91.4,81.0,141.0,57.4,1,1.7,1.2,-0.7,21.0,64.0,13.0,6.0,69.0,Matches
633,Lukas Daschner,de GER,"MF,FW",Bochum,de Bundesliga,25-223,1998.0,5.6,102.0,171.0,59.6,1303.0,461.0,61.0,85.0,71.8,28.0,46.0,60.9,3.0,17.0,17.6,1,0.9,1.0,0.1,9.0,8.0,7.0,2.0,17.0,Matches
634,Josh Dasilva,eng ENG,"DF,FW",Brentford,eng Premier League,25-201,1998.0,0.3,10.0,19.0,52.6,153.0,59.0,5.0,7.0,71.4,5.0,7.0,71.4,0.0,2.0,0.0,0,0.2,0.2,-0.2,1.0,0.0,0.0,0.0,2.0,Matches
635,David Datro Fofana,ci CIV,FW,Burnley,eng Premier League,21-141,2002.0,9.7,116.0,172.0,67.4,1563.0,343.0,66.0,93.0,71.0,36.0,49.0,73.5,5.0,6.0,83.3,1,1.8,0.3,-0.8,8.0,9.0,5.0,1.0,15.0,Matches
636,David Datro Fofana,ci CIV,"FW,MF",Union Berlin,de Bundesliga,21-141,2002.0,7.6,106.0,152.0,69.7,1536.0,346.0,65.0,83.0,78.3,25.0,39.0,64.1,9.0,10.0,90.0,0,0.3,0.3,-0.3,5.0,5.0,8.0,2.0,14.0,Matches
637,Juan David Cabal,co COL,DF,Hellas Verona,it Serie A,23-124,2001.0,14.3,497.0,701.0,70.9,8691.0,3871.0,239.0,275.0,86.9,196.0,261.0,75.1,50.0,113.0,44.2,0,0.4,0.6,-0.4,10.0,55.0,9.0,5.0,67.0,Matches
638,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,24-118,2000.0,27.2,498.0,610.0,81.6,6831.0,1436.0,287.0,336.0,85.4,170.0,202.0,84.2,10.0,13.0,76.9,4,3.3,2.2,0.7,32.0,50.0,26.0,1.0,72.0,Matches
639,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,23-191,2000.0,20.9,1357.0,1547.0,87.7,19438.0,5036.0,799.0,879.0,90.9,507.0,553.0,91.7,22.0,47.0,46.8,4,2.7,3.2,1.3,35.0,87.0,30.0,7.0,109.0,Matches
640,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,31-017,1993.0,12.1,766.0,850.0,90.1,13839.0,5258.0,303.0,324.0,93.5,388.0,413.0,93.9,60.0,81.0,74.1,0,0.4,0.6,-0.4,4.0,80.0,4.0,0.0,71.0,Matches
641,Tom Davies,eng ENG,MF,Sheffield Utd,eng Premier League,25-316,1998.0,2.5,68.0,99.0,68.7,901.0,310.0,41.0,50.0,82.0,20.0,27.0,74.1,2.0,7.0,28.6,0,0.1,0.2,-0.1,1.0,6.0,1.0,0.0,8.0,Matches
642,Keinan Davis,eng ENG,FW,Udinese,it Serie A,26-088,1998.0,0.9,19.0,26.0,73.1,264.0,67.0,10.0,13.0,76.9,7.0,9.0,77.8,1.0,1.0,100.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Matches
643,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,28-357,1995.0,21.8,922.0,1101.0,83.7,19345.0,6664.0,228.0,278.0,82.0,563.0,614.0,91.7,125.0,186.0,67.2,0,0.0,0.1,0.0,2.0,52.0,2.0,0.0,82.0,Matches
644,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,34-005,1990.0,24.5,1104.0,1277.0,86.5,23417.0,8062.0,296.0,333.0,88.9,640.0,679.0,94.3,158.0,237.0,66.7,1,1.4,0.6,-0.4,9.0,52.0,2.0,0.0,49.0,Matches
645,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,32-318,1991.0,11.0,602.0,809.0,74.4,9648.0,2889.0,342.0,387.0,88.4,192.0,256.0,75.0,55.0,115.0,47.8,8,8.5,5.6,-0.5,46.0,60.0,47.0,11.0,98.0,Matches
646,Charles De Ketelaere,be BEL,"FW,MF",Atalanta,it Serie A,23-062,2001.0,19.8,491.0,680.0,72.2,7523.0,2003.0,265.0,339.0,78.2,183.0,235.0,77.9,24.0,44.0,54.5,6,4.9,3.5,1.1,42.0,37.0,31.0,5.0,110.0,Matches
647,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,29-353,1994.0,19.9,1141.0,1364.0,83.7,19274.0,5968.0,562.0,612.0,91.8,410.0,483.0,84.9,128.0,180.0,71.1,4,4.7,5.5,-0.7,35.0,121.0,56.0,7.0,178.0,Matches
648,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,31-204,1992.0,0.5,17.0,19.0,89.5,296.0,124.0,7.0,7.0,100.0,9.0,10.0,90.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,Matches
649,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,35-354,1988.0,6.5,313.0,361.0,86.7,4915.0,1691.0,154.0,166.0,92.8,139.0,159.0,87.4,14.0,23.0,60.9,0,0.0,0.1,0.0,0.0,19.0,1.0,1.0,27.0,Matches
650,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,25-341,1998.0,20.3,837.0,1046.0,80.0,13947.0,4928.0,395.0,448.0,88.2,364.0,427.0,85.2,62.0,126.0,49.2,0,0.8,0.6,-0.8,14.0,80.0,14.0,4.0,104.0,Matches
651,Koni De Winter,be BEL,DF,Genoa,it Serie A,21-334,2002.0,24.4,1006.0,1142.0,88.1,17043.0,5582.0,423.0,466.0,90.8,509.0,551.0,92.4,52.0,80.0,65.0,1,1.0,0.3,0.0,5.0,50.0,5.0,0.0,66.0,Matches
652,Grégoire Defrel,mq MTQ,"FW,MF",Sassuolo,it Serie A,32-329,1991.0,7.9,178.0,208.0,85.6,2591.0,554.0,98.0,110.0,89.1,60.0,66.0,90.9,10.0,13.0,76.9,2,1.2,1.1,0.8,8.0,10.0,3.0,1.0,17.0,Matches
653,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,28-284,1995.0,15.4,310.0,449.0,69.0,5794.0,1812.0,147.0,185.0,79.5,119.0,163.0,73.0,40.0,82.0,48.8,0,0.7,0.4,-0.7,8.0,41.0,6.0,2.0,56.0,Matches
654,Romain Del Castillo,fr FRA,FW,Brest,fr Ligue 1,28-043,1996.0,27.6,982.0,1458.0,67.4,16805.0,5979.0,484.0,599.0,80.8,325.0,472.0,68.9,125.0,255.0,49.0,8,9.6,9.0,-1.6,88.0,102.0,72.0,21.0,154.0,Matches
655,Thomas Delaine,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,32-048,1992.0,22.0,623.0,862.0,72.3,10556.0,3425.0,279.0,328.0,85.1,280.0,380.0,73.7,51.0,106.0,48.1,1,3.6,3.0,-2.6,26.0,28.0,22.0,12.0,50.0,Matches
656,Sacha Delaye,fr FRA,"FW,MF",Montpellier,fr Ligue 1,22-018,2002.0,1.1,29.0,38.0,76.3,363.0,80.0,17.0,20.0,85.0,9.0,11.0,81.8,0.0,3.0,0.0,0,0.1,0.1,-0.1,2.0,3.0,1.0,1.0,3.0,Matches
657,Hannes Delcroix,be BEL,DF,Burnley,eng Premier League,25-073,1999.0,6.5,300.0,350.0,85.7,4932.0,1666.0,145.0,155.0,93.5,135.0,154.0,87.7,16.0,31.0,51.6,0,0.2,0.1,-0.2,4.0,24.0,3.0,2.0,18.0,Matches
658,Olivier Deman,be BEL,DF,Werder Bremen,de Bundesliga,24-035,2000.0,14.8,530.0,711.0,74.5,9389.0,3187.0,239.0,279.0,85.7,220.0,281.0,78.3,61.0,106.0,57.5,1,0.7,1.0,0.3,12.0,32.0,14.0,8.0,39.0,Matches
659,Karamoko Dembele,sct SCO,"MF,FW",Brest,fr Ligue 1,21-079,2003.0,0.2,8.0,10.0,80.0,171.0,24.0,3.0,3.0,100.0,4.0,4.0,100.0,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches
660,Ousmane Dembélé,fr FRA,"MF,FW",Paris S-G,fr Ligue 1,26-362,1997.0,16.4,775.0,1024.0,75.7,13065.0,3858.0,372.0,445.0,83.6,307.0,394.0,77.9,65.0,112.0,58.0,8,6.4,5.5,1.6,58.0,81.0,52.0,8.0,132.0,Matches
661,Jessy Deminguet,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,26-125,1998.0,7.7,221.0,258.0,85.7,3891.0,1010.0,105.0,112.0,93.8,85.0,96.0,88.5,25.0,41.0,61.0,0,0.4,0.6,-0.4,2.0,31.0,3.0,0.0,24.0,Matches
662,Ermedin Demirović,ba BIH,"FW,MF",Augsburg,de Bundesliga,26-047,1998.0,30.9,359.0,555.0,64.7,4807.0,1155.0,196.0,280.0,70.0,123.0,157.0,78.3,8.0,14.0,57.1,9,3.9,3.7,5.1,33.0,39.0,16.0,1.0,59.0,Matches
663,Diego Demme,de GER,MF,Napoli,it Serie A,32-172,1991.0,0.8,63.0,76.0,82.9,1050.0,216.0,28.0,34.0,82.4,29.0,35.0,82.9,4.0,4.0,100.0,0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,Matches
664,Sepp van den Berg,nl NED,DF,Mainz 05,de Bundesliga,22-143,2001.0,29.5,1160.0,1426.0,81.3,21382.0,7166.0,411.0,482.0,85.3,639.0,741.0,86.2,93.0,159.0,58.5,0,0.3,0.4,-0.3,7.0,83.0,4.0,0.0,89.0,Matches
665,Leander Dendoncker,be BEL,MF,Aston Villa,eng Premier League,29-026,1995.0,1.3,45.0,56.0,80.4,744.0,139.0,24.0,28.0,85.7,19.0,22.0,86.4,2.0,4.0,50.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,Matches
666,Leander Dendoncker,be BEL,MF,Napoli,it Serie A,29-026,1995.0,0.3,23.0,27.0,85.2,333.0,62.0,15.0,17.0,88.2,8.0,9.0,88.9,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,Matches
667,Rémy Descamps,fr FRA,GK,Nantes,fr Ligue 1,27-321,1996.0,6.0,128.0,212.0,60.4,4450.0,3581.0,26.0,26.0,100.0,35.0,35.0,100.0,67.0,150.0,44.7,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,Matches
668,Mikkel Desler,dk DEN,DF,Toulouse,fr Ligue 1,29-082,1995.0,15.7,724.0,865.0,83.7,10546.0,3268.0,403.0,448.0,90.0,262.0,313.0,83.7,26.0,50.0,52.0,1,0.7,1.1,0.3,7.0,45.0,4.0,2.0,74.0,Matches
669,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,30-034,1994.0,32.0,590.0,911.0,64.8,17267.0,13381.0,108.0,108.0,100.0,245.0,248.0,98.8,227.0,539.0,42.1,0,0.4,0.1,-0.4,1.0,15.0,1.0,0.0,0.0,Matches
670,Mattia Destro,it ITA,"FW,MF",Empoli,it Serie A,33-052,1991.0,3.3,33.0,52.0,63.5,429.0,42.0,19.0,27.0,70.4,13.0,20.0,65.0,0.0,0.0,,0,0.3,0.0,-0.3,3.0,2.0,0.0,0.0,3.0,Matches
671,Samuele Di Benedetto,de GER,MF,Stuttgart,de Bundesliga,18-300,2005.0,0.1,10.0,11.0,90.9,107.0,2.0,7.0,7.0,100.0,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches
672,Federico Di Francesco,it ITA,"FW,MF",Lecce,it Serie A,29-332,1994.0,0.2,6.0,8.0,75.0,90.0,43.0,1.0,2.0,50.0,2.0,2.0,100.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches
673,Michele Di Gregorio,it ITA,GK,Monza,it Serie A,26-289,1997.0,30.9,1012.0,1296.0,78.1,27116.0,17932.0,214.0,218.0,98.2,489.0,493.0,99.2,302.0,576.0,52.4,0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,Matches
674,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,30-281,1993.0,34.0,2202.0,2597.0,84.8,35021.0,12926.0,1201.0,1298.0,92.5,786.0,925.0,85.0,161.0,238.0,67.6,6,4.7,5.3,1.3,46.0,217.0,81.0,14.0,288.0,Matches
675,Alessandro Di Pardo,it ITA,"DF,MF",Cagliari,it Serie A,24-298,1999.0,4.0,113.0,173.0,65.3,1782.0,671.0,64.0,81.0,79.0,40.0,56.0,71.4,6.0,24.0,25.0,0,0.2,0.2,-0.2,5.0,4.0,6.0,4.0,10.0,Matches
676,Boulaye Dia,sn SEN,"FW,MF",Salernitana,it Serie A,27-177,1996.0,12.7,204.0,244.0,83.6,3303.0,641.0,99.0,111.0,89.2,77.0,86.0,89.5,16.0,23.0,69.6,0,0.5,0.5,-0.5,10.0,22.0,5.0,0.0,22.0,Matches
677,Moussa Diaby,fr FRA,"FW,MF",Aston Villa,eng Premier League,24-309,1999.0,22.2,450.0,577.0,78.0,6447.0,1254.0,261.0,310.0,84.2,156.0,200.0,78.0,16.0,31.0,51.6,7,5.7,4.1,1.3,42.0,26.0,39.0,9.0,67.0,Matches
678,Lamine Diack,sn SEN,MF,Nantes,fr Ligue 1,23-178,2000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
679,Mouctar Diakhaby,gn GUI,"DF,MF",Valencia,es La Liga,27-144,1996.0,11.9,475.0,546.0,87.0,9314.0,2704.0,152.0,160.0,95.0,272.0,294.0,92.5,43.0,76.0,56.6,0,0.0,0.1,0.0,2.0,23.0,2.0,0.0,29.0,Matches
680,Mamadou Diakhon,fr FRA,"FW,MF",Reims,fr Ligue 1,18-232,2005.0,2.3,36.0,46.0,78.3,614.0,113.0,12.0,15.0,80.0,18.0,24.0,75.0,3.0,4.0,75.0,0,0.2,0.4,-0.2,1.0,1.0,0.0,0.0,1.0,Matches
681,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,23-126,2001.0,16.8,1076.0,1174.0,91.7,18437.0,6442.0,454.0,493.0,92.1,524.0,558.0,93.9,69.0,84.0,82.1,1,0.8,0.6,0.2,10.0,85.0,1.0,0.0,87.0,Matches
682,Ibrahim Diakité,gn GUI,DF,Reims,fr Ligue 1,20-193,2003.0,1.2,57.0,85.0,67.1,894.0,329.0,28.0,39.0,71.8,19.0,28.0,67.9,6.0,9.0,66.7,0,0.2,0.1,-0.2,2.0,6.0,2.0,1.0,7.0,Matches
683,Moussa Diakité,ml MLI,MF,Cádiz,es La Liga,20-189,2003.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
684,Oumar Diakité,ci CIV,FW,Reims,fr Ligue 1,20-143,2003.0,16.1,223.0,284.0,78.5,2987.0,450.0,122.0,146.0,83.6,83.0,100.0,83.0,2.0,6.0,33.3,1,1.3,1.3,-0.3,14.0,15.0,7.0,0.0,25.0,Matches
685,Amad Diallo,ci CIV,FW,Manchester Utd,eng Premier League,21-305,2002.0,1.8,72.0,82.0,87.8,952.0,122.0,48.0,53.0,90.6,17.0,20.0,85.0,1.0,1.0,100.0,0,0.2,0.2,-0.2,4.0,4.0,1.0,0.0,5.0,Matches
686,Amadou Diallo,eng ENG,MF,Newcastle Utd,eng Premier League,21-086,2003.0,0.0,1.0,1.0,100.0,10.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
687,Assane Diao,es ESP,FW,Betis,es La Liga,18-247,2005.0,11.6,200.0,264.0,75.8,2297.0,410.0,140.0,164.0,85.4,35.0,47.0,74.5,7.0,9.0,77.8,0,0.7,0.8,-0.7,10.0,4.0,6.0,1.0,20.0,Matches
688,Habib Diarra,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,20-129,2004.0,23.9,649.0,780.0,83.2,12780.0,2560.0,232.0,278.0,83.5,315.0,358.0,88.0,94.0,122.0,77.0,1,1.3,1.8,-0.3,20.0,68.0,22.0,1.0,98.0,Matches
689,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,23-183,2000.0,14.5,525.0,650.0,80.8,9186.0,3695.0,211.0,251.0,84.1,270.0,312.0,86.5,33.0,56.0,58.9,1,0.8,0.9,0.2,9.0,50.0,19.0,4.0,66.0,Matches
690,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,26-363,1997.0,25.4,2271.0,2425.0,93.6,39482.0,12354.0,952.0,988.0,96.4,1160.0,1204.0,96.3,134.0,189.0,70.9,0,0.3,1.3,-0.3,6.0,211.0,10.0,2.0,166.0,Matches
691,Krépin Diatta,sn SEN,"DF,FW",Monaco,fr Ligue 1,25-076,1999.0,11.8,517.0,680.0,76.0,8309.0,3175.0,251.0,303.0,82.8,212.0,272.0,77.9,33.0,64.0,51.6,1,1.3,2.0,-0.3,18.0,41.0,20.0,3.0,66.0,Matches
692,Mory Diaw,sn SEN,GK,Clermont Foot,fr Ligue 1,30-324,1993.0,28.0,780.0,1156.0,67.5,23090.0,16788.0,116.0,116.0,100.0,360.0,371.0,97.0,294.0,654.0,45.0,0,0.1,0.1,-0.1,2.0,32.0,1.0,0.0,1.0,Matches
693,Mahamadou Diawara,fr FRA,MF,Lyon,fr Ligue 1,19-084,2005.0,3.9,118.0,140.0,84.3,1772.0,308.0,58.0,65.0,89.2,44.0,47.0,93.6,9.0,15.0,60.0,0,0.1,0.2,-0.1,3.0,8.0,2.0,0.0,17.0,Matches
694,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,24-282,1999.0,15.4,565.0,673.0,84.0,7152.0,1702.0,388.0,419.0,92.6,121.0,155.0,78.1,20.0,36.0,55.6,4,4.0,4.3,0.0,27.0,38.0,30.0,7.0,66.0,Matches
695,Luis Díaz,co COL,FW,Liverpool,eng Premier League,27-119,1997.0,27.6,845.0,1009.0,83.7,13105.0,2837.0,487.0,539.0,90.4,262.0,307.0,85.3,67.0,85.0,78.8,5,5.2,4.5,-0.2,57.0,61.0,44.0,3.0,112.0,Matches
696,Víctor Díaz,es ESP,"DF,MF",Granada,es La Liga,35-334,1988.0,1.8,47.0,74.0,63.5,1009.0,359.0,12.0,15.0,80.0,28.0,32.0,87.5,7.0,20.0,35.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Matches
697,Famara Diedhiou,sn SEN,"FW,MF",Granada,es La Liga,31-148,1992.0,1.0,20.0,41.0,48.8,278.0,22.0,14.0,22.0,63.6,3.0,9.0,33.3,2.0,3.0,66.7,1,0.2,0.2,0.8,1.0,0.0,0.0,0.0,0.0,Matches
698,Justin Diehl,de GER,"FW,MF",Köln,de Bundesliga,19-166,2004.0,1.9,41.0,64.0,64.1,657.0,189.0,21.0,25.0,84.0,13.0,20.0,65.0,5.0,14.0,35.7,0,0.2,0.2,-0.2,5.0,1.0,2.0,1.0,2.0,Matches
699,Bamba Dieng,sn SEN,FW,Lorient,fr Ligue 1,24-049,2000.0,5.4,81.0,106.0,76.4,1111.0,100.0,49.0,60.0,81.7,21.0,30.0,70.0,4.0,5.0,80.0,1,1.4,0.7,-0.4,6.0,3.0,2.0,0.0,4.0,Matches
700,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,30-117,1994.0,2.2,125.0,141.0,88.7,2070.0,1037.0,52.0,57.0,91.2,69.0,72.0,95.8,3.0,10.0,30.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Matches
701,Eric Dier,eng ENG,DF,Bayern Munich,de Bundesliga,30-117,1994.0,12.0,969.0,1060.0,91.4,19401.0,7433.0,302.0,323.0,93.5,566.0,591.0,95.8,99.0,129.0,76.7,0,0.1,0.4,-0.1,2.0,57.0,1.0,1.0,49.0,Matches
702,Guillaume Dietsch,fr FRA,GK,Metz,fr Ligue 1,23-024,2001.0,0.8,15.0,26.0,57.7,522.0,410.0,1.0,1.0,100.0,5.0,5.0,100.0,9.0,20.0,45.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
703,Florian Dietz,de GER,"FW,DF",Köln,de Bundesliga,25-282,1998.0,0.6,11.0,16.0,68.8,116.0,11.0,10.0,11.0,90.9,1.0,2.0,50.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches
704,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,30-296,1993.0,24.8,946.0,1251.0,75.6,15077.0,5059.0,490.0,553.0,88.6,380.0,493.0,77.1,59.0,131.0,45.0,3,3.8,3.3,-0.8,33.0,44.0,33.0,14.0,73.0,Matches
705,Federico Dimarco,it ITA,DF,Inter,it Serie A,26-183,1997.0,21.6,967.0,1261.0,76.7,16445.0,5137.0,469.0,514.0,91.2,370.0,469.0,78.9,98.0,195.0,50.3,6,8.3,7.3,-2.3,58.0,57.0,55.0,29.0,96.0,Matches
706,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,30-138,1993.0,34.0,696.0,1118.0,62.3,20448.0,15251.0,125.0,125.0,100.0,318.0,325.0,97.8,250.0,662.0,37.8,0,0.0,0.1,0.0,1.0,23.0,0.0,0.0,0.0,Matches
707,Junior Dina Ebimbe,fr FRA,"MF,DF",Eint Frankfurt,de Bundesliga,23-172,2000.0,20.9,680.0,890.0,76.4,10520.0,2927.0,362.0,433.0,83.6,258.0,320.0,80.6,38.0,64.0,59.4,3,2.9,3.4,0.1,20.0,62.0,17.0,3.0,77.0,Matches
708,Eren Dinkçi,de GER,"FW,MF",Heidenheim,de Bundesliga,22-150,2001.0,27.9,472.0,776.0,60.8,7755.0,2915.0,236.0,336.0,70.2,170.0,253.0,67.2,43.0,82.0,52.4,4,3.4,3.5,0.6,35.0,63.0,30.0,14.0,86.0,Matches
709,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,23-032,2001.0,9.9,521.0,570.0,91.4,9695.0,3841.0,175.0,184.0,95.1,288.0,302.0,95.4,46.0,64.0,71.9,0,0.7,0.4,-0.7,3.0,34.0,2.0,1.0,43.0,Matches
710,Edan Diop,fr FRA,"MF,DF",Monaco,fr Ligue 1,19-257,2004.0,1.8,66.0,90.0,73.3,1133.0,410.0,29.0,36.0,80.6,27.0,35.0,77.1,6.0,11.0,54.5,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,Matches
711,Issa Diop,fr FRA,DF,Fulham,eng Premier League,27-123,1997.0,14.8,907.0,1032.0,87.9,16853.0,6078.0,319.0,344.0,92.7,530.0,567.0,93.5,50.0,93.0,53.8,0,0.0,0.4,0.0,0.0,60.0,3.0,0.0,66.0,Matches
712,Sofiane Diop,fr FRA,FW,Nice,fr Ligue 1,23-337,2000.0,5.5,143.0,176.0,81.3,2076.0,491.0,76.0,88.0,86.4,52.0,62.0,83.9,5.0,9.0,55.6,0,0.8,0.9,-0.8,8.0,7.0,7.0,2.0,17.0,Matches
713,Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,20-360,2003.0,14.6,591.0,737.0,80.2,8535.0,2144.0,316.0,369.0,85.6,216.0,251.0,86.1,25.0,50.0,50.0,0,1.1,1.7,-1.1,21.0,46.0,14.0,0.0,80.0,Matches
714,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,24-177,1999.0,32.0,981.0,1239.0,79.2,24964.0,16180.0,184.0,187.0,98.4,508.0,522.0,97.3,286.0,520.0,55.0,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,Matches
715,Axel Disasi,fr FRA,DF,Chelsea,eng Premier League,26-061,1998.0,28.7,2031.0,2256.0,90.0,34081.0,11464.0,877.0,913.0,96.1,1050.0,1124.0,93.4,86.0,168.0,51.2,0,0.3,1.0,-0.3,3.0,115.0,8.0,1.0,112.0,Matches
716,Chaim El Djebali,tn TUN,MF,Lyon,fr Ligue 1,20-094,2004.0,0.1,7.0,9.0,77.8,120.0,23.0,3.0,3.0,100.0,4.0,4.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Matches
717,Djené,tg TOG,"DF,MF",Getafe,es La Liga,32-132,1991.0,25.8,797.0,1037.0,76.9,14741.0,5449.0,305.0,352.0,86.6,387.0,470.0,82.3,87.0,168.0,51.8,0,0.3,0.6,-0.3,6.0,63.0,10.0,5.0,93.0,Matches
718,Koffi Djidji,ci CIV,DF,Torino,it Serie A,31-163,1992.0,8.4,372.0,434.0,85.7,6282.0,2034.0,154.0,171.0,90.1,186.0,202.0,92.1,24.0,44.0,54.5,0,0.0,0.1,0.0,0.0,17.0,0.0,0.0,19.0,Matches
719,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,31-082,1993.0,29.3,1361.0,1551.0,87.7,26044.0,7895.0,449.0,510.0,88.0,762.0,819.0,93.0,132.0,179.0,73.7,1,0.7,0.5,0.3,7.0,33.0,4.0,1.0,68.0,Matches
720,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,32-108,1992.0,13.0,292.0,394.0,74.1,7811.0,5954.0,65.0,65.0,100.0,152.0,153.0,99.3,74.0,174.0,42.5,0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,Matches
721,Ben Doak,sct SCO,FW,Liverpool,eng Premier League,18-182,2005.0,0.2,4.0,4.0,100.0,45.0,8.0,4.0,4.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
722,Ritsu Doan,jp JPN,"MF,DF",Freiburg,de Bundesliga,25-330,1998.0,23.0,444.0,635.0,69.9,6581.0,2348.0,274.0,327.0,83.8,130.0,180.0,72.2,27.0,77.0,35.1,2,2.7,3.6,-0.7,26.0,42.0,18.0,3.0,69.0,Matches
723,Lewis Dobbin,eng ENG,MF,Everton,eng Premier League,21-129,2003.0,2.3,37.0,57.0,64.9,464.0,94.0,26.0,30.0,86.7,8.0,15.0,53.3,2.0,5.0,40.0,0,0.4,0.1,-0.4,3.0,0.0,3.0,1.0,3.0,Matches
724,Dodô,br BRA,DF,Fiorentina,it Serie A,25-176,1998.0,3.8,193.0,232.0,83.2,3610.0,1255.0,72.0,80.0,90.0,96.0,112.0,85.7,23.0,33.0,69.7,0,0.7,0.5,-0.7,7.0,17.0,8.0,3.0,32.0,Matches
725,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,25-316,1998.0,22.0,701.0,871.0,80.5,12981.0,4955.0,261.0,296.0,88.2,359.0,414.0,86.7,67.0,134.0,50.0,0,0.2,1.0,-0.2,4.0,65.0,9.0,1.0,62.0,Matches
